numeric_source,record_key,record_date,record_timestamp_key,has_matching_image,matching_image_count,numeric_record_count,value_columns,value_count,nonzero_value_count,mapping_level,mapping_note
environment,2026-06-20T09:45:44,2026-06-20,2026-06-20T09:45:44,False,0,1,temperature_c|humidity_rh,2,,timestamp,Environment rows use 'timestamp'; Stage 1.5 compares local timestamp text to webcam filename time.
environment,2026-06-20T10:00:44,2026-06-20,2026-06-20T10:00:44,False,0,1,temperature_c|humidity_rh,2,,timestamp,Environment rows use 'timestamp'; Stage 1.5 compares local timestamp text to webcam filename time.
environment,2026-06-20T10:15:44,2026-06-20,2026-06-20T10:15:44,False,0,1,temperature_c|humidity_rh,2,,timestamp,Environment rows use 'timestamp'; Stage 1.5 compares local timestamp text to webcam filename time.
environment,2026-06-20T10:30:44,2026-06-20,2026-06-20T10:30:44,False,0,1,temperature_c|humidity_rh,2,,timestamp,Environment rows use 'timestamp'; Stage 1.5 compares local timestamp text to webcam filename time.
environment,2026-06-20T10:45:44,2026-06-20,2026-06-20T10:45:44,False,0,1,temperature_c|humidity_rh,2,,timestamp,Environment rows use 'timestamp'; Stage 1.5 compares local timestamp text to webcam filename time.
environment,2026-06-20T11:00:44,2026-06-20,2026-06-20T11:00:44,False,0,1,temperature_c|humidity_rh,2,,timestamp,Environment rows use 'timestamp'; Stage 1.5 compares local timestamp text to webcam filename time.
environment,2026-06-20T11:15:44,2026-06-20,2026-06-20T11:15:44,False,0,1,temperature_c|humidity_rh,2,,timestamp,Environment rows use 'timestamp'; Stage 1.5 compares local timestamp text to webcam filename time.
environment,2026-06-20T11:30:44,2026-06-20,2026-06-20T11:30:44,True,1,1,temperature_c|humidity_rh,2,,timestamp,Environment rows use 'timestamp'; Stage 1.5 compares local timestamp text to webcam filename time.
environment,2026-06-20T11:45:44,2026-06-20,2026-06-20T11:45:44,False,0,1,temperature_c|humidity_rh,2,,timestamp,Environment rows use 'timestamp'; Stage 1.5 compares local timestamp text to webcam filename time.
environment,2026-06-20T12:00:44,2026-06-20,2026-06-20T12:00:44,False,0,1,temperature_c|humidity_rh,2,,timestamp,Environment rows use 'timestamp'; Stage 1.5 compares local timestamp text to webcam filename time.
environment,2026-06-20T12:15:44,2026-06-20,2026-06-20T12:15:44,False,0,1,temperature_c|humidity_rh,2,,timestamp,Environment rows use 'timestamp'; Stage 1.5 compares local timestamp text to webcam filename time.
environment,2026-06-20T12:30:44,2026-06-20,2026-06-20T12:30:44,False,0,1,temperature_c|humidity_rh,2,,timestamp,Environment rows use 'timestamp'; Stage 1.5 compares local timestamp text to webcam filename time.
environment,2026-06-20T12:45:44,2026-06-20,2026-06-20T12:45:44,False,0,1,temperature_c|humidity_rh,2,,timestamp,Environment rows use 'timestamp'; Stage 1.5 compares local timestamp text to webcam filename time.
environment,2026-06-20T13:00:44,2026-06-20,2026-06-20T13:00:44,False,0,1,temperature_c|humidity_rh,2,,timestamp,Environment rows use 'timestamp'; Stage 1.5 compares local timestamp text to webcam filename time.
environment,2026-06-20T13:15:44,2026-06-20,2026-06-20T13:15:44,False,0,1,temperature_c|humidity_rh,2,,timestamp,Environment rows use 'timestamp'; Stage 1.5 compares local timestamp text to webcam filename time.
environment,2026-06-20T13:30:44,2026-06-20,2026-06-20T13:30:44,False,0,1,temperature_c|humidity_rh,2,,timestamp,Environment rows use 'timestamp'; Stage 1.5 compares local timestamp text to webcam filename time.
environment,2026-06-20T13:45:44,2026-06-20,2026-06-20T13:45:44,False,0,1,temperature_c|humidity_rh,2,,timestamp,Environment rows use 'timestamp'; Stage 1.5 compares local timestamp text to webcam filename time.
environment,2026-06-20T14:00:44,2026-06-20,2026-06-20T14:00:44,False,0,1,temperature_c|humidity_rh,2,,timestamp,Environment rows use 'timestamp'; Stage 1.5 compares local timestamp text to webcam filename time.
environment,2026-06-20T14:15:44,2026-06-20,2026-06-20T14:15:44,False,0,1,temperature_c|humidity_rh,2,,timestamp,Environment rows use 'timestamp'; Stage 1.5 compares local timestamp text to webcam filename time.
environment,2026-06-20T14:30:44,2026-06-20,2026-06-20T14:30:44,False,0,1,temperature_c|humidity_rh,2,,timestamp,Environment rows use 'timestamp'; Stage 1.5 compares local timestamp text to webcam filename time.
environment,2026-06-20T14:45:44,2026-06-20,2026-06-20T14:45:44,False,0,1,temperature_c|humidity_rh,2,,timestamp,Environment rows use 'timestamp'; Stage 1.5 compares local timestamp text to webcam filename time.
environment,2026-06-20T15:00:44,2026-06-20,2026-06-20T15:00:44,False,0,1,temperature_c|humidity_rh,2,,timestamp,Environment rows use 'timestamp'; Stage 1.5 compares local timestamp text to webcam filename time.
environment,2026-06-20T15:15:44,2026-06-20,2026-06-20T15:15:44,False,0,1,temperature_c|humidity_rh,2,,timestamp,Environment rows use 'timestamp'; Stage 1.5 compares local timestamp text to webcam filename time.
environment,2026-06-20T15:30:44,2026-06-20,2026-06-20T15:30:44,False,0,1,temperature_c|humidity_rh,2,,timestamp,Environment rows use 'timestamp'; Stage 1.5 compares local timestamp text to webcam filename time.
environment,2026-06-20T15:45:44,2026-06-20,2026-06-20T15:45:44,False,0,1,temperature_c|humidity_rh,2,,timestamp,Environment rows use 'timestamp'; Stage 1.5 compares local timestamp text to webcam filename time.
environment,2026-06-20T16:00:44,2026-06-20,2026-06-20T16:00:44,True,1,1,temperature_c|humidity_rh,2,,timestamp,Environment rows use 'timestamp'; Stage 1.5 compares local timestamp text to webcam filename time.
environment,2026-06-20T16:15:44,2026-06-20,2026-06-20T16:15:44,False,0,1,temperature_c|humidity_rh,2,,timestamp,Environment rows use 'timestamp'; Stage 1.5 compares local timestamp text to webcam filename time.
environment,2026-06-20T16:30:44,2026-06-20,2026-06-20T16:30:44,False,0,1,temperature_c|humidity_rh,2,,timestamp,Environment rows use 'timestamp'; Stage 1.5 compares local timestamp text to webcam filename time.
environment,2026-06-20T16:45:44,2026-06-20,2026-06-20T16:45:44,False,0,1,temperature_c|humidity_rh,2,,timestamp,Environment rows use 'timestamp'; Stage 1.5 compares local timestamp text to webcam filename time.
environment,2026-06-20T17:00:44,2026-06-20,2026-06-20T17:00:44,False,0,1,temperature_c|humidity_rh,2,,timestamp,Environment rows use 'timestamp'; Stage 1.5 compares local timestamp text to webcam filename time.
environment,2026-06-20T17:15:44,2026-06-20,2026-06-20T17:15:44,False,0,1,temperature_c|humidity_rh,2,,timestamp,Environment rows use 'timestamp'; Stage 1.5 compares local timestamp text to webcam filename time.
environment,2026-06-20T17:30:44,2026-06-20,2026-06-20T17:30:44,False,0,1,temperature_c|humidity_rh,2,,timestamp,Environment rows use 'timestamp'; Stage 1.5 compares local timestamp text to webcam filename time.
environment,2026-06-20T17:45:44,2026-06-20,2026-06-20T17:45:44,True,1,1,temperature_c|humidity_rh,2,,timestamp,Environment rows use 'timestamp'; Stage 1.5 compares local timestamp text to webcam filename time.
environment,2026-06-20T18:00:44,2026-06-20,2026-06-20T18:00:44,False,0,1,temperature_c|humidity_rh,2,,timestamp,Environment rows use 'timestamp'; Stage 1.5 compares local timestamp text to webcam filename time.
environment,2026-06-20T18:15:44,2026-06-20,2026-06-20T18:15:44,False,0,1,temperature_c|humidity_rh,2,,timestamp,Environment rows use 'timestamp'; Stage 1.5 compares local timestamp text to webcam filename time.
environment,2026-06-20T18:30:44,2026-06-20,2026-06-20T18:30:44,False,0,1,temperature_c|humidity_rh,2,,timestamp,Environment rows use 'timestamp'; Stage 1.5 compares local timestamp text to webcam filename time.
environment,2026-06-20T18:45:44,2026-06-20,2026-06-20T18:45:44,False,0,1,temperature_c|humidity_rh,2,,timestamp,Environment rows use 'timestamp'; Stage 1.5 compares local timestamp text to webcam filename time.
environment,2026-06-20T19:00:44,2026-06-20,2026-06-20T19:00:44,False,0,1,temperature_c|humidity_rh,2,,timestamp,Environment rows use 'timestamp'; Stage 1.5 compares local timestamp text to webcam filename time.
environment,2026-06-20T19:15:44,2026-06-20,2026-06-20T19:15:44,False,0,1,temperature_c|humidity_rh,2,,timestamp,Environment rows use 'timestamp'; Stage 1.5 compares local timestamp text to webcam filename time.
environment,2026-06-20T19:30:44,2026-06-20,2026-06-20T19:30:44,True,1,1,temperature_c|humidity_rh,2,,timestamp,Environment rows use 'timestamp'; Stage 1.5 compares local timestamp text to webcam filename time.
environment,2026-06-20T19:45:44,2026-06-20,2026-06-20T19:45:44,False,0,1,temperature_c|humidity_rh,2,,timestamp,Environment rows use 'timestamp'; Stage 1.5 compares local timestamp text to webcam filename time.
environment,2026-06-20T20:00:44,2026-06-20,2026-06-20T20:00:44,False,0,1,temperature_c|humidity_rh,2,,timestamp,Environment rows use 'timestamp'; Stage 1.5 compares local timestamp text to webcam filename time.
environment,2026-06-20T20:15:44,2026-06-20,2026-06-20T20:15:44,False,0,1,temperature_c|humidity_rh,2,,timestamp,Environment rows use 'timestamp'; Stage 1.5 compares local timestamp text to webcam filename time.
environment,2026-06-20T20:30:44,2026-06-20,2026-06-20T20:30:44,False,0,1,temperature_c|humidity_rh,2,,timestamp,Environment rows use 'timestamp'; Stage 1.5 compares local timestamp text to webcam filename time.
environment,2026-06-20T20:45:44,2026-06-20,2026-06-20T20:45:44,False,0,1,temperature_c|humidity_rh,2,,timestamp,Environment rows use 'timestamp'; Stage 1.5 compares local timestamp text to webcam filename time.
environment,2026-06-20T21:00:44,2026-06-20,2026-06-20T21:00:44,True,1,1,temperature_c|humidity_rh,2,,timestamp,Environment rows use 'timestamp'; Stage 1.5 compares local timestamp text to webcam filename time.
environment,2026-06-20T21:15:44,2026-06-20,2026-06-20T21:15:44,False,0,1,temperature_c|humidity_rh,2,,timestamp,Environment rows use 'timestamp'; Stage 1.5 compares local timestamp text to webcam filename time.
environment,2026-06-20T21:30:44,2026-06-20,2026-06-20T21:30:44,False,0,1,temperature_c|humidity_rh,2,,timestamp,Environment rows use 'timestamp'; Stage 1.5 compares local timestamp text to webcam filename time.
environment,2026-06-20T21:45:44,2026-06-20,2026-06-20T21:45:44,False,0,1,temperature_c|humidity_rh,2,,timestamp,Environment rows use 'timestamp'; Stage 1.5 compares local timestamp text to webcam filename time.
environment,2026-06-20T22:00:44,2026-06-20,2026-06-20T22:00:44,False,0,1,temperature_c|humidity_rh,2,,timestamp,Environment rows use 'timestamp'; Stage 1.5 compares local timestamp text to webcam filename time.
environment,2026-06-20T22:15:44,2026-06-20,2026-06-20T22:15:44,False,0,1,temperature_c|humidity_rh,2,,timestamp,Environment rows use 'timestamp'; Stage 1.5 compares local timestamp text to webcam filename time.
environment,2026-06-20T22:30:44,2026-06-20,2026-06-20T22:30:44,False,0,1,temperature_c|humidity_rh,2,,timestamp,Environment rows use 'timestamp'; Stage 1.5 compares local timestamp text to webcam filename time.
environment,2026-06-20T22:45:44,2026-06-20,2026-06-20T22:45:44,True,1,1,temperature_c|humidity_rh,2,,timestamp,Environment rows use 'timestamp'; Stage 1.5 compares local timestamp text to webcam filename time.
environment,2026-06-20T23:00:44,2026-06-20,2026-06-20T23:00:44,False,0,1,temperature_c|humidity_rh,2,,timestamp,Environment rows use 'timestamp'; Stage 1.5 compares local timestamp text to webcam filename time.
environment,2026-06-20T23:15:44,2026-06-20,2026-06-20T23:15:44,False,0,1,temperature_c|humidity_rh,2,,timestamp,Environment rows use 'timestamp'; Stage 1.5 compares local timestamp text to webcam filename time.
environment,2026-06-20T23:30:44,2026-06-20,2026-06-20T23:30:44,True,1,1,temperature_c|humidity_rh,2,,timestamp,Environment rows use 'timestamp'; Stage 1.5 compares local timestamp text to webcam filename time.
environment,2026-06-20T23:45:44,2026-06-20,2026-06-20T23:45:44,False,0,1,temperature_c|humidity_rh,2,,timestamp,Environment rows use 'timestamp'; Stage 1.5 compares local timestamp text to webcam filename time.
environment,2026-06-21T00:00:44,2026-06-21,2026-06-21T00:00:44,False,0,1,temperature_c|humidity_rh,2,,timestamp,Environment rows use 'timestamp'; Stage 1.5 compares local timestamp text to webcam filename time.
environment,2026-06-21T00:15:44,2026-06-21,2026-06-21T00:15:44,False,0,1,temperature_c|humidity_rh,2,,timestamp,Environment rows use 'timestamp'; Stage 1.5 compares local timestamp text to webcam filename time.
environment,2026-06-21T00:30:44,2026-06-21,2026-06-21T00:30:44,False,0,1,temperature_c|humidity_rh,2,,timestamp,Environment rows use 'timestamp'; Stage 1.5 compares local timestamp text to webcam filename time.
environment,2026-06-21T00:45:44,2026-06-21,2026-06-21T00:45:44,False,0,1,temperature_c|humidity_rh,2,,timestamp,Environment rows use 'timestamp'; Stage 1.5 compares local timestamp text to webcam filename time.
environment,2026-06-21T01:00:44,2026-06-21,2026-06-21T01:00:44,False,0,1,temperature_c|humidity_rh,2,,timestamp,Environment rows use 'timestamp'; Stage 1.5 compares local timestamp text to webcam filename time.
environment,2026-06-21T01:15:44,2026-06-21,2026-06-21T01:15:44,False,0,1,temperature_c|humidity_rh,2,,timestamp,Environment rows use 'timestamp'; Stage 1.5 compares local timestamp text to webcam filename time.
environment,2026-06-21T01:30:44,2026-06-21,2026-06-21T01:30:44,False,0,1,temperature_c|humidity_rh,2,,timestamp,Environment rows use 'timestamp'; Stage 1.5 compares local timestamp text to webcam filename time.
environment,2026-06-21T01:45:44,2026-06-21,2026-06-21T01:45:44,False,0,1,temperature_c|humidity_rh,2,,timestamp,Environment rows use 'timestamp'; Stage 1.5 compares local timestamp text to webcam filename time.
environment,2026-06-21T02:00:44,2026-06-21,2026-06-21T02:00:44,False,0,1,temperature_c|humidity_rh,2,,timestamp,Environment rows use 'timestamp'; Stage 1.5 compares local timestamp text to webcam filename time.
environment,2026-06-21T02:15:44,2026-06-21,2026-06-21T02:15:44,False,0,1,temperature_c|humidity_rh,2,,timestamp,Environment rows use 'timestamp'; Stage 1.5 compares local timestamp text to webcam filename time.
environment,2026-06-21T02:30:44,2026-06-21,2026-06-21T02:30:44,False,0,1,temperature_c|humidity_rh,2,,timestamp,Environment rows use 'timestamp'; Stage 1.5 compares local timestamp text to webcam filename time.
environment,2026-06-21T02:45:44,2026-06-21,2026-06-21T02:45:44,True,1,1,temperature_c|humidity_rh,2,,timestamp,Environment rows use 'timestamp'; Stage 1.5 compares local timestamp text to webcam filename time.
environment,2026-06-21T03:00:44,2026-06-21,2026-06-21T03:00:44,False,0,1,temperature_c|humidity_rh,2,,timestamp,Environment rows use 'timestamp'; Stage 1.5 compares local timestamp text to webcam filename time.
environment,2026-06-21T03:15:44,2026-06-21,2026-06-21T03:15:44,False,0,1,temperature_c|humidity_rh,2,,timestamp,Environment rows use 'timestamp'; Stage 1.5 compares local timestamp text to webcam filename time.
environment,2026-06-21T03:30:44,2026-06-21,2026-06-21T03:30:44,False,0,1,temperature_c|humidity_rh,2,,timestamp,Environment rows use 'timestamp'; Stage 1.5 compares local timestamp text to webcam filename time.
environment,2026-06-21T03:45:44,2026-06-21,2026-06-21T03:45:44,True,1,1,temperature_c|humidity_rh,2,,timestamp,Environment rows use 'timestamp'; Stage 1.5 compares local timestamp text to webcam filename time.
environment,2026-06-21T04:00:44,2026-06-21,2026-06-21T04:00:44,False,0,1,temperature_c|humidity_rh,2,,timestamp,Environment rows use 'timestamp'; Stage 1.5 compares local timestamp text to webcam filename time.
environment,2026-06-21T04:15:44,2026-06-21,2026-06-21T04:15:44,False,0,1,temperature_c|humidity_rh,2,,timestamp,Environment rows use 'timestamp'; Stage 1.5 compares local timestamp text to webcam filename time.
environment,2026-06-21T04:30:44,2026-06-21,2026-06-21T04:30:44,True,1,1,temperature_c|humidity_rh,2,,timestamp,Environment rows use 'timestamp'; Stage 1.5 compares local timestamp text to webcam filename time.
environment,2026-06-21T04:45:44,2026-06-21,2026-06-21T04:45:44,False,0,1,temperature_c|humidity_rh,2,,timestamp,Environment rows use 'timestamp'; Stage 1.5 compares local timestamp text to webcam filename time.
environment,2026-06-21T05:00:44,2026-06-21,2026-06-21T05:00:44,False,0,1,temperature_c|humidity_rh,2,,timestamp,Environment rows use 'timestamp'; Stage 1.5 compares local timestamp text to webcam filename time.
environment,2026-06-21T05:15:44,2026-06-21,2026-06-21T05:15:44,False,0,1,temperature_c|humidity_rh,2,,timestamp,Environment rows use 'timestamp'; Stage 1.5 compares local timestamp text to webcam filename time.
environment,2026-06-21T05:30:44,2026-06-21,2026-06-21T05:30:44,False,0,1,temperature_c|humidity_rh,2,,timestamp,Environment rows use 'timestamp'; Stage 1.5 compares local timestamp text to webcam filename time.
environment,2026-06-21T05:45:44,2026-06-21,2026-06-21T05:45:44,False,0,1,temperature_c|humidity_rh,2,,timestamp,Environment rows use 'timestamp'; Stage 1.5 compares local timestamp text to webcam filename time.
environment,2026-06-21T06:00:44,2026-06-21,2026-06-21T06:00:44,False,0,1,temperature_c|humidity_rh,2,,timestamp,Environment rows use 'timestamp'; Stage 1.5 compares local timestamp text to webcam filename time.
environment,2026-06-21T06:15:44,2026-06-21,2026-06-21T06:15:44,False,0,1,temperature_c|humidity_rh,2,,timestamp,Environment rows use 'timestamp'; Stage 1.5 compares local timestamp text to webcam filename time.
environment,2026-06-21T06:30:44,2026-06-21,2026-06-21T06:30:44,False,0,1,temperature_c|humidity_rh,2,,timestamp,Environment rows use 'timestamp'; Stage 1.5 compares local timestamp text to webcam filename time.
environment,2026-06-21T06:45:44,2026-06-21,2026-06-21T06:45:44,False,0,1,temperature_c|humidity_rh,2,,timestamp,Environment rows use 'timestamp'; Stage 1.5 compares local timestamp text to webcam filename time.
environment,2026-06-21T07:00:44,2026-06-21,2026-06-21T07:00:44,True,1,1,temperature_c|humidity_rh,2,,timestamp,Environment rows use 'timestamp'; Stage 1.5 compares local timestamp text to webcam filename time.
environment,2026-06-21T07:15:44,2026-06-21,2026-06-21T07:15:44,False,0,1,temperature_c|humidity_rh,2,,timestamp,Environment rows use 'timestamp'; Stage 1.5 compares local timestamp text to webcam filename time.
environment,2026-06-21T07:30:44,2026-06-21,2026-06-21T07:30:44,False,0,1,temperature_c|humidity_rh,2,,timestamp,Environment rows use 'timestamp'; Stage 1.5 compares local timestamp text to webcam filename time.
environment,2026-06-21T07:45:44,2026-06-21,2026-06-21T07:45:44,False,0,1,temperature_c|humidity_rh,2,,timestamp,Environment rows use 'timestamp'; Stage 1.5 compares local timestamp text to webcam filename time.
environment,2026-06-21T08:00:44,2026-06-21,2026-06-21T08:00:44,False,0,1,temperature_c|humidity_rh,2,,timestamp,Environment rows use 'timestamp'; Stage 1.5 compares local timestamp text to webcam filename time.
environment,2026-06-21T08:15:44,2026-06-21,2026-06-21T08:15:44,False,0,1,temperature_c|humidity_rh,2,,timestamp,Environment rows use 'timestamp'; Stage 1.5 compares local timestamp text to webcam filename time.
environment,2026-06-21T08:30:44,2026-06-21,2026-06-21T08:30:44,False,0,1,temperature_c|humidity_rh,2,,timestamp,Environment rows use 'timestamp'; Stage 1.5 compares local timestamp text to webcam filename time.
environment,2026-06-21T08:45:44,2026-06-21,2026-06-21T08:45:44,False,0,1,temperature_c|humidity_rh,2,,timestamp,Environment rows use 'timestamp'; Stage 1.5 compares local timestamp text to webcam filename time.
environment,2026-06-21T09:00:44,2026-06-21,2026-06-21T09:00:44,False,0,1,temperature_c|humidity_rh,2,,timestamp,Environment rows use 'timestamp'; Stage 1.5 compares local timestamp text to webcam filename time.
environment,2026-06-21T09:15:44,2026-06-21,2026-06-21T09:15:44,True,1,1,temperature_c|humidity_rh,2,,timestamp,Environment rows use 'timestamp'; Stage 1.5 compares local timestamp text to webcam filename time.
environment,2026-06-21T09:30:44,2026-06-21,2026-06-21T09:30:44,False,0,1,temperature_c|humidity_rh,2,,timestamp,Environment rows use 'timestamp'; Stage 1.5 compares local timestamp text to webcam filename time.
environment,2026-06-21T09:45:44,2026-06-21,2026-06-21T09:45:44,False,0,1,temperature_c|humidity_rh,2,,timestamp,Environment rows use 'timestamp'; Stage 1.5 compares local timestamp text to webcam filename time.
environment,2026-06-21T10:00:44,2026-06-21,2026-06-21T10:00:44,False,0,1,temperature_c|humidity_rh,2,,timestamp,Environment rows use 'timestamp'; Stage 1.5 compares local timestamp text to webcam filename time.
environment,2026-06-21T10:15:44,2026-06-21,2026-06-21T10:15:44,False,0,1,temperature_c|humidity_rh,2,,timestamp,Environment rows use 'timestamp'; Stage 1.5 compares local timestamp text to webcam filename time.
environment,2026-06-21T10:30:44,2026-06-21,2026-06-21T10:30:44,False,0,1,temperature_c|humidity_rh,2,,timestamp,Environment rows use 'timestamp'; Stage 1.5 compares local timestamp text to webcam filename time.
environment,2026-06-21T10:45:44,2026-06-21,2026-06-21T10:45:44,False,0,1,temperature_c|humidity_rh,2,,timestamp,Environment rows use 'timestamp'; Stage 1.5 compares local timestamp text to webcam filename time.
environment,2026-06-21T11:00:44,2026-06-21,2026-06-21T11:00:44,False,0,1,temperature_c|humidity_rh,2,,timestamp,Environment rows use 'timestamp'; Stage 1.5 compares local timestamp text to webcam filename time.
environment,2026-06-21T11:15:44,2026-06-21,2026-06-21T11:15:44,False,0,1,temperature_c|humidity_rh,2,,timestamp,Environment rows use 'timestamp'; Stage 1.5 compares local timestamp text to webcam filename time.
environment,2026-06-21T11:30:44,2026-06-21,2026-06-21T11:30:44,False,0,1,temperature_c|humidity_rh,2,,timestamp,Environment rows use 'timestamp'; Stage 1.5 compares local timestamp text to webcam filename time.
environment,2026-06-21T11:45:44,2026-06-21,2026-06-21T11:45:44,False,0,1,temperature_c|humidity_rh,2,,timestamp,Environment rows use 'timestamp'; Stage 1.5 compares local timestamp text to webcam filename time.
environment,2026-06-21T12:00:44,2026-06-21,2026-06-21T12:00:44,False,0,1,temperature_c|humidity_rh,2,,timestamp,Environment rows use 'timestamp'; Stage 1.5 compares local timestamp text to webcam filename time.
environment,2026-06-21T12:15:44,2026-06-21,2026-06-21T12:15:44,False,0,1,temperature_c|humidity_rh,2,,timestamp,Environment rows use 'timestamp'; Stage 1.5 compares local timestamp text to webcam filename time.
environment,2026-06-21T12:30:44,2026-06-21,2026-06-21T12:30:44,False,0,1,temperature_c|humidity_rh,2,,timestamp,Environment rows use 'timestamp'; Stage 1.5 compares local timestamp text to webcam filename time.
environment,2026-06-21T12:45:44,2026-06-21,2026-06-21T12:45:44,False,0,1,temperature_c|humidity_rh,2,,timestamp,Environment rows use 'timestamp'; Stage 1.5 compares local timestamp text to webcam filename time.
environment,2026-06-21T13:00:44,2026-06-21,2026-06-21T13:00:44,True,1,1,temperature_c|humidity_rh,2,,timestamp,Environment rows use 'timestamp'; Stage 1.5 compares local timestamp text to webcam filename time.
environment,2026-06-21T13:15:44,2026-06-21,2026-06-21T13:15:44,False,0,1,temperature_c|humidity_rh,2,,timestamp,Environment rows use 'timestamp'; Stage 1.5 compares local timestamp text to webcam filename time.
environment,2026-06-21T13:30:44,2026-06-21,2026-06-21T13:30:44,False,0,1,temperature_c|humidity_rh,2,,timestamp,Environment rows use 'timestamp'; Stage 1.5 compares local timestamp text to webcam filename time.
environment,2026-06-21T13:45:44,2026-06-21,2026-06-21T13:45:44,False,0,1,temperature_c|humidity_rh,2,,timestamp,Environment rows use 'timestamp'; Stage 1.5 compares local timestamp text to webcam filename time.
environment,2026-06-21T14:00:44,2026-06-21,2026-06-21T14:00:44,False,0,1,temperature_c|humidity_rh,2,,timestamp,Environment rows use 'timestamp'; Stage 1.5 compares local timestamp text to webcam filename time.
environment,2026-06-21T14:15:44,2026-06-21,2026-06-21T14:15:44,False,0,1,temperature_c|humidity_rh,2,,timestamp,Environment rows use 'timestamp'; Stage 1.5 compares local timestamp text to webcam filename time.
environment,2026-06-21T14:30:44,2026-06-21,2026-06-21T14:30:44,False,0,1,temperature_c|humidity_rh,2,,timestamp,Environment rows use 'timestamp'; Stage 1.5 compares local timestamp text to webcam filename time.
environment,2026-06-21T14:45:44,2026-06-21,2026-06-21T14:45:44,True,1,1,temperature_c|humidity_rh,2,,timestamp,Environment rows use 'timestamp'; Stage 1.5 compares local timestamp text to webcam filename time.
environment,2026-06-21T15:00:44,2026-06-21,2026-06-21T15:00:44,False,0,1,temperature_c|humidity_rh,2,,timestamp,Environment rows use 'timestamp'; Stage 1.5 compares local timestamp text to webcam filename time.
environment,2026-06-21T15:15:44,2026-06-21,2026-06-21T15:15:44,False,0,1,temperature_c|humidity_rh,2,,timestamp,Environment rows use 'timestamp'; Stage 1.5 compares local timestamp text to webcam filename time.
environment,2026-06-21T15:30:44,2026-06-21,2026-06-21T15:30:44,False,0,1,temperature_c|humidity_rh,2,,timestamp,Environment rows use 'timestamp'; Stage 1.5 compares local timestamp text to webcam filename time.
environment,2026-06-21T15:45:44,2026-06-21,2026-06-21T15:45:44,False,0,1,temperature_c|humidity_rh,2,,timestamp,Environment rows use 'timestamp'; Stage 1.5 compares local timestamp text to webcam filename time.
environment,2026-06-21T16:00:44,2026-06-21,2026-06-21T16:00:44,False,0,1,temperature_c|humidity_rh,2,,timestamp,Environment rows use 'timestamp'; Stage 1.5 compares local timestamp text to webcam filename time.
environment,2026-06-21T16:15:44,2026-06-21,2026-06-21T16:15:44,False,0,1,temperature_c|humidity_rh,2,,timestamp,Environment rows use 'timestamp'; Stage 1.5 compares local timestamp text to webcam filename time.
environment,2026-06-21T16:30:44,2026-06-21,2026-06-21T16:30:44,False,0,1,temperature_c|humidity_rh,2,,timestamp,Environment rows use 'timestamp'; Stage 1.5 compares local timestamp text to webcam filename time.
environment,2026-06-21T16:45:44,2026-06-21,2026-06-21T16:45:44,False,0,1,temperature_c|humidity_rh,2,,timestamp,Environment rows use 'timestamp'; Stage 1.5 compares local timestamp text to webcam filename time.
environment,2026-06-21T17:00:44,2026-06-21,2026-06-21T17:00:44,False,0,1,temperature_c|humidity_rh,2,,timestamp,Environment rows use 'timestamp'; Stage 1.5 compares local timestamp text to webcam filename time.
environment,2026-06-21T17:15:44,2026-06-21,2026-06-21T17:15:44,False,0,1,temperature_c|humidity_rh,2,,timestamp,Environment rows use 'timestamp'; Stage 1.5 compares local timestamp text to webcam filename time.
environment,2026-06-21T17:30:44,2026-06-21,2026-06-21T17:30:44,False,0,1,temperature_c|humidity_rh,2,,timestamp,Environment rows use 'timestamp'; Stage 1.5 compares local timestamp text to webcam filename time.
environment,2026-06-21T17:45:44,2026-06-21,2026-06-21T17:45:44,False,0,1,temperature_c|humidity_rh,2,,timestamp,Environment rows use 'timestamp'; Stage 1.5 compares local timestamp text to webcam filename time.
environment,2026-06-21T18:00:44,2026-06-21,2026-06-21T18:00:44,False,0,1,temperature_c|humidity_rh,2,,timestamp,Environment rows use 'timestamp'; Stage 1.5 compares local timestamp text to webcam filename time.
environment,2026-06-21T18:15:44,2026-06-21,2026-06-21T18:15:44,True,1,1,temperature_c|humidity_rh,2,,timestamp,Environment rows use 'timestamp'; Stage 1.5 compares local timestamp text to webcam filename time.
environment,2026-06-21T18:30:44,2026-06-21,2026-06-21T18:30:44,False,0,1,temperature_c|humidity_rh,2,,timestamp,Environment rows use 'timestamp'; Stage 1.5 compares local timestamp text to webcam filename time.
environment,2026-06-21T18:45:44,2026-06-21,2026-06-21T18:45:44,False,0,1,temperature_c|humidity_rh,2,,timestamp,Environment rows use 'timestamp'; Stage 1.5 compares local timestamp text to webcam filename time.
environment,2026-06-21T19:00:44,2026-06-21,2026-06-21T19:00:44,False,0,1,temperature_c|humidity_rh,2,,timestamp,Environment rows use 'timestamp'; Stage 1.5 compares local timestamp text to webcam filename time.
environment,2026-06-21T19:15:44,2026-06-21,2026-06-21T19:15:44,False,0,1,temperature_c|humidity_rh,2,,timestamp,Environment rows use 'timestamp'; Stage 1.5 compares local timestamp text to webcam filename time.
environment,2026-06-21T19:30:44,2026-06-21,2026-06-21T19:30:44,False,0,1,temperature_c|humidity_rh,2,,timestamp,Environment rows use 'timestamp'; Stage 1.5 compares local timestamp text to webcam filename time.
